会社名,prtimesのURL,メールアドレス,電話番号,担当者,カテゴリ,日時,連絡禁止,初回アポ済み
Discord Inc.,https://prtimes.jp/main/html/rd/p/000000007.000107564.html,discord-pr@kyodo-pr.co.jp,"",西村、大島、高橋,テクノロジー,2023-07-14 09:09:35,"",""
株式会社デッラルテ,https://prtimes.jp/main/html/rd/p/000000007.000096525.html,info@dellarte.jp,03-6849-2106,　塩崎,テクノロジー,2023-07-14 09:10:53,"",""
株式会社MOVEFAST Company,https://prtimes.jp/main/html/rd/p/000000112.000046978.html,help@movefastcompany.com,080-1069-9937,"",テクノロジー,2023-07-14 09:11:03,"",""
Wrexiv株式会社,https://prtimes.jp/main/html/rd/p/000000007.000110820.html,abe@wrexiv.com,080-4334-5403,"",テクノロジー,2023-07-14 09:11:53,"",""
株式会社サイト・パブリス,https://prtimes.jp/main/html/rd/p/000000008.000103844.html,press@sitepublis.co.jp,03-6550-9678,"",テクノロジー,2023-07-14 09:11:57,"",""
東日本電信電話株式会社,https://prtimes.jp/main/html/rd/p/000000704.000098811.html,arenkei@a.kisarazu.ac.jp,"",　　関、北島,テクノロジー,2023-07-14 09:12:20,"",""
株式会社みらい翻訳,https://prtimes.jp/main/html/rd/p/000000045.000026875.html,pr@miraitranslate.com,"",中津原（なかつはら）,テクノロジー,2023-07-14 09:12:25,"",""
株式会社bajji,https://prtimes.jp/main/html/rd/p/000000078.000044789.html,info@bajji.life,"","",テクノロジー,2023-07-14 09:12:56,"",""
KRAFTON JAPAN株式会社,https://prtimes.jp/main/html/rd/p/000000107.000082433.html,PUBG_JPMarketingTeam@krafton.com,"","",テクノロジー,2023-07-14 09:13:11,"",""
六元素情報システム株式会社,https://prtimes.jp/main/html/rd/p/000000006.000120135.html,hr@rgsis.com,"",奥村,テクノロジー,2023-07-14 09:13:18,"",""
あわら市役所,https://prtimes.jp/main/html/rd/p/000000007.000055664.html,seisaku@city.awara.lg.jp,"",西田　Tel：0776-73-8005　E-mail：seisaku@city.awara.lg.jp,テクノロジー,2023-07-14 09:13:27,"",""
Micoworks株式会社,https://prtimes.jp/main/html/rd/p/000000032.000040834.html,pr@micoworks.jp,06-6136-4580,吉崎,テクノロジー,2023-07-14 09:13:35,"",""
株式会社ドラEVER,https://prtimes.jp/main/html/rd/p/000000071.000037142.html,info@doraever.jp,03-6371-4192,諏訪,テクノロジー,2023-07-14 09:13:42,"",""
RX Japan 株式会社,https://prtimes.jp/main/html/rd/p/000001139.000026157.html,yurino.kanda@rxglobal.com,03-6739-4101,神田,テクノロジー,2023-07-14 09:13:52,"",""
Whoscall株式会社,https://prtimes.jp/main/html/rd/p/000000024.000058563.html,whoscall_pr@novelfield.com,"",新田,テクノロジー,2023-07-14 09:14:05,"",""
株式会社QPS研究所,https://prtimes.jp/main/html/rd/p/000000036.000049970.html,press@i-qps.com,"",名：有吉・久原 　Email: press@i-qps.com,テクノロジー,2023-07-14 09:14:24,"",""
タイコエレクトロニクスジャパン合同会社,https://prtimes.jp/main/html/rd/p/000000048.000053196.html,kushibiki.takeo@te.com,044-844-8111,"",テクノロジー,2023-07-14 09:14:31,"",""
インパクトスタートアップ協会,https://prtimes.jp/main/html/rd/p/000000008.000109519.html,pr@impactstartups.jp,"","",テクノロジー,2023-07-14 09:15:29,"",""
株式会社ソケッツ,https://prtimes.jp/main/html/rd/p/000000053.000023398.html,ir@sockets.co.jp,03-5785-5518,"",テクノロジー,2023-07-14 09:15:34,"",""
株式会社Rist,https://prtimes.jp/main/html/rd/p/000000057.000023649.html,pr@rist.co.jp,"",山田,テクノロジー,2023-07-14 09:16:01,"",""
株式会社Robot Home,https://prtimes.jp/main/html/rd/p/000000354.000004078.html,ky_kubo@robothome.jp,03-6447-0651,窪,テクノロジー,2023-07-14 09:16:46,"",""
株式会社HashPort,https://prtimes.jp/main/html/rd/p/000000061.000046288.html,pr@hashport.io,"","",テクノロジー,2023-07-14 09:17:07,"",""
スパイダープラス株式会社,https://prtimes.jp/main/html/rd/p/000000113.000030510.html,ir@spiderplus.co.jp,03-6709-2832,"",テクノロジー,2023-07-14 09:17:10,"",""
東日本電信電話株式会社,https://prtimes.jp/main/html/rd/p/000000702.000098811.html,yoshida@japastalia.com,"","",テクノロジー,2023-07-14 09:17:29,"",""
六元素情報システム株式会社,https://prtimes.jp/main/html/rd/p/000000003.000120135.html,atgo@rgsis.com,"",荒井,テクノロジー,2023-07-14 09:17:57,"",""
株式会社NTTコノキュー,https://prtimes.jp/main/html/rd/p/000000044.000110582.html,xrbase.showroom@ml.nttqonoq.com,"","",テクノロジー,2023-07-14 09:18:03,"",""
クロスデータ株式会社,https://prtimes.jp/main/html/rd/p/000000002.000122303.html,info@wifi-travel.jp,03-6709-9395,"",テクノロジー,2023-07-14 09:18:11,"",""
Pudu Technology Inc.,https://prtimes.jp/main/html/rd/p/000000026.000087027.html,pudu-pr@vectorinc.co.jp,03-6262-8308,"",テクノロジー,2023-07-14 09:18:15,"",""
キャピタル＆イノベーション株式会社,https://prtimes.jp/main/html/rd/p/000000001.000125364.html,koike@capital-innovation.biz,090-3688-1200,"",テクノロジー,2023-07-14 09:19:34,"",""
株式会社リンケージ,https://prtimes.jp/main/html/rd/p/000000065.000053753.html,pr@linkage-inc.co.jp,03-6452-8915,"",テクノロジー,2023-07-14 09:20:08,"",""
株式会社Ｍ＆Ｆ tecnica,https://prtimes.jp/main/html/rd/p/000000001.000125540.html,m.goto@m-and-f.jp,03-6458-7844,後藤 美和,テクノロジー,2023-07-14 09:20:35,"",""
株式会社ヒューマノーム研究所,https://prtimes.jp/main/html/rd/p/000000061.000042913.html,info@humanome.jp,"",辻,テクノロジー,2023-07-14 09:20:53,"",""
株式会社パスファインダー,https://prtimes.jp/main/html/rd/p/000000006.000075397.html,info2@path-finder.co.jp,"","",テクノロジー,2023-07-14 09:21:00,"",""
株式会社Trust Lead,https://prtimes.jp/main/html/rd/p/000000009.000112845.html,se.hiwaki@gmail.com,082-536-3618,樋脇,テクノロジー,2023-07-14 09:22:11,"",""
GROWIT株式会社,https://prtimes.jp/main/html/rd/p/000000001.000125278.html,c.takahashi@onisi.jp,06-6252-0134,"",テクノロジー,2023-07-14 09:22:31,"",""
株式会社エウレカ,https://prtimes.jp/main/html/rd/p/000000222.000005528.html,pr@eure.jp,"","",テクノロジー,2023-07-14 09:23:30,"",""
株式会社レボーン,https://prtimes.jp/main/html/rd/p/000000048.000038832.html,sales@revorn.co.jp,03-6455-2850,澤田）,テクノロジー,2023-07-14 09:25:37,"",""
ゲシピ株式会社,https://prtimes.jp/main/html/rd/p/000000067.000031716.html,info@gecipe.co.jp,03-5218-2245,真鍋,テクノロジー,2023-07-14 09:26:03,"",""
"dotData, Inc.",https://prtimes.jp/main/html/rd/p/000000021.000053039.html,contact@dotdata.com,"","",テクノロジー,2023-07-14 09:26:19,"",""
ユナイテッド株式会社,https://prtimes.jp/main/html/rd/p/000000294.000023821.html,press@united.jp,03-6821-0000,　Email: press@united.jp,テクノロジー,2023-07-14 09:27:14,"",""
株式会社PLAY,https://prtimes.jp/main/html/rd/p/000000062.000048688.html,pr@play.jp,03-5784-8064,"",テクノロジー,2023-07-14 09:27:41,"",""
ティーピーリンクジャパン株式会社,https://prtimes.jp/main/html/rd/p/000000060.000093240.html,kanako.ono@tp-link.com,03-6806-0912,小野・根本,テクノロジー,2023-07-14 09:27:57,"",""
株式会社Rehab for JAPAN,https://prtimes.jp/main/html/rd/p/000000089.000027102.html,contact@rehabforjapan.com,050-5491-7318,池上 晋介,テクノロジー,2023-07-14 09:28:11,"",""
株式会社ATOMica,https://prtimes.jp/main/html/rd/p/000000047.000045593.html,pr@atomica.jp,"",伊東,テクノロジー,2023-07-14 09:28:34,"",""
法人番号株式会社,https://prtimes.jp/main/html/rd/p/000000004.000102355.html,pr@houjin-bangou.co.jp,050-3184-4294,"",テクノロジー,2023-07-14 09:29:28,"",""
ロジザード株式会社,https://prtimes.jp/main/html/rd/p/000000156.000014943.html,inside-sales@logizard.jp,03-4590-8101,"",テクノロジー,2023-07-14 09:29:39,"",""
株式会社日立ソリューションズ・クリエイト,https://prtimes.jp/main/html/rd/p/000000022.000060440.html,hsc-koho@hitachi-solutions.com,03-5780-6111,柳川、菅野,テクノロジー,2023-07-14 09:29:48,"",""
オーティファイ株式会社,https://prtimes.jp/main/html/rd/p/000000053.000049466.html,ayumi.nakayama@autify.com,"",中山,テクノロジー,2023-07-14 09:30:31,"",""
株式会社フィル・カンパニー,https://prtimes.jp/main/html/rd/p/000000001.000123083.html,pr@philpark.jp,03-6264-1100,柏田・佐藤,テクノロジー,2023-07-14 09:30:35,"",""
株式会社セキュアスカイ・テクノロジー,https://prtimes.jp/main/html/rd/p/000000035.000073493.html,pr@securesky-tech.com,03-3525-8045,大倉 千代子（おおくら ちよこ）,テクノロジー,2023-07-14 09:31:16,"",""
Inagora株式会社,https://prtimes.jp/main/html/rd/p/000000199.000015714.html,inagora-pr@inagora.com,03-3587-4620,松崎,テクノロジー,2023-07-14 09:31:29,"",""
ラピュタロボティクス株式会社,https://prtimes.jp/main/html/rd/p/000000082.000021229.html,communications_bc_ja@rapyuta-robotics.com,"",大橋,テクノロジー,2023-07-14 09:31:36,"",""
株式会社マッシュマトリックス,https://prtimes.jp/main/html/rd/p/000000005.000076861.html,info@mashmatrix.com,"","",テクノロジー,2023-07-14 09:31:48,"",""
株式会社ギフトパッド,https://prtimes.jp/main/html/rd/p/000000084.000049020.html,oda@giftpad.jp,06-6537-7562,"",テクノロジー,2023-07-14 09:32:03,"",""
株式会社estie,https://prtimes.jp/main/html/rd/p/000000077.000040115.html,ririko.tabuchi@estie.co.jp,"",田渕,テクノロジー,2023-07-14 09:32:17,"",""
livepass株式会社,https://prtimes.jp/main/html/rd/p/000000004.000100598.html,matsumoto@livepass.jp,"",松元,テクノロジー,2023-07-14 09:32:34,"",""
アプライド マテリアルズ ジャパン株式会社,https://prtimes.jp/main/html/rd/p/000000075.000053218.html,Applied_Materials_Japan@amat.com,03-6812-6800,"",テクノロジー,2023-07-14 09:32:58,"",""
HENNGE株式会社,https://prtimes.jp/main/html/rd/p/000000156.000007098.html,hennge-pr@hennge.com,03-6415-3660,矢野 方子,テクノロジー,2023-07-14 09:33:05,"",""
株式会社ITZ,https://prtimes.jp/main/html/rd/p/000000004.000090847.html,tsukuda@itz.asia,082-258-2988,築田 弥雪（ツクダ ミユキ）,テクノロジー,2023-07-14 09:33:09,"",""
株式会社FUWARI,https://prtimes.jp/main/html/rd/p/000000039.000093068.html,info@hinata-nft.com,03-6821-2212,info@hinata-nft.com,テクノロジー,2023-07-14 09:33:17,"",""
株式会社gaz,https://prtimes.jp/main/html/rd/p/000000032.000045713.html,info@gaz.design,080-4938-9562,池田・白土,テクノロジー,2023-07-14 09:33:21,"",""
a2network株式会社,https://prtimes.jp/main/html/rd/p/000000023.000002159.html,contact@a2network.jp,03-5425-8777,"",テクノロジー,2023-07-14 09:33:47,"",""
アスノシステム株式会社,https://prtimes.jp/main/html/rd/p/000000104.000024100.html,asnosys@vectorinc.co.jp,"",森山・福田,テクノロジー,2023-07-14 09:34:27,"",""
トラムシステム株式会社,https://prtimes.jp/main/html/rd/p/000000014.000041023.html,marketing@tramsystem.co.jp,052-701-2634,"",テクノロジー,2023-07-14 09:34:36,"",""
株式会社システムインテグレータ,https://prtimes.jp/main/html/rd/p/000000075.000007603.html,pr@sint.co.jp,048-600-3880,佐藤,テクノロジー,2023-07-14 09:34:49,"",""
株式会社　学研ホールディングス,https://prtimes.jp/main/html/rd/p/000005222.000002535.html,english-mk@gakken.co.jp,03-6431-1001,桜庭・内山,テクノロジー,2023-07-14 09:34:53,"",""
株式会社PKBソリューション,https://prtimes.jp/main/html/rd/p/000000089.000057725.html,info@pkbsolution.co.jp,077-598-0035,"",テクノロジー,2023-07-14 09:34:59,"",""
株式会社SheepDog,https://prtimes.jp/main/html/rd/p/000000248.000077217.html,media@strate.biz,"","",テクノロジー,2023-07-14 09:35:07,"",""
株式会社テンダ,https://prtimes.jp/main/html/rd/p/000000002.000024464.html,kadokura_noriyoshi@tenda.co.jp,03-3590-4110,部長,テクノロジー,2023-07-14 09:35:34,"",""
株式会社メタップス,https://prtimes.jp/main/html/rd/p/000000164.000072698.html,pr@metaps.com,"","",テクノロジー,2023-07-14 09:35:57,"",""
株式会社ヨコオ,https://prtimes.jp/main/html/rd/p/000000035.000014426.html,h-matsumoto@jp.yokowo.com,03-3916-3111,"",テクノロジー,2023-07-14 09:36:09,"",""
オプティマ・ソリューションズ株式会社,https://prtimes.jp/main/html/rd/p/000000019.000081325.html,pr.2022@optima-solutions.jp,"",　内野（うちの）,テクノロジー,2023-07-14 09:36:16,"",""
Anyflow株式会社,https://prtimes.jp/main/html/rd/p/000000018.000034258.html,press@anyflow.co.jp,"","",テクノロジー,2023-07-14 09:36:46,"",""
株式会社ダイモン,https://prtimes.jp/main/html/rd/p/000000014.000075722.html,pr@dymon.co.jp,090-4223-4202,"",テクノロジー,2023-07-14 09:37:00,"",""
"AUTOCRYPT Co., Ltd.",https://prtimes.jp/main/html/rd/p/000000016.000093085.html,japan@autocrypt.io,"","",テクノロジー,2023-07-14 09:37:04,"",""
ServiceNow Japan合同会社,https://prtimes.jp/main/html/rd/p/000000085.000029239.html,webinfo@jsol.co.jp,03-4572-9200,白井,テクノロジー,2023-07-14 09:37:26,"",""
マインドフリー株式会社,https://prtimes.jp/main/html/rd/p/000000047.000001889.html,ssg@ml.mindfree.co.jp,06-6125-5535,"",テクノロジー,2023-07-14 09:37:38,"",""
キヤノンマーケティングジャパン株式会社,https://prtimes.jp/main/html/rd/p/000000985.000013943.html,pr@canon-mj.co.jp,"","",テクノロジー,2023-07-14 09:37:46,"",""
株式会社JSOL,https://prtimes.jp/main/html/rd/p/000000102.000007779.html,webinfo@jsol.co.jp,03-6261-7610,"",テクノロジー,2023-07-14 09:37:53,"",""
株式会社Hubble,https://prtimes.jp/main/html/rd/p/000000123.000027155.html,contact@hubble-inc.jp,03-5843-0128,池田（いけだ）,テクノロジー,2023-07-14 09:37:58,"",""
株式会社GINKAN,https://prtimes.jp/main/html/rd/p/000000056.000035259.html,info@ginkan.jp,03-4531-3887,"",テクノロジー,2023-07-14 09:38:22,"",""
株式会社ネクソン,https://prtimes.jp/main/html/rd/p/000000230.000014847.html,press@nexon.co.jp,"","",モバイル,2023-07-14 09:43:14,"",""
しゃかいデザイン株式会社,https://prtimes.jp/main/html/rd/p/000000003.000054205.html,teshigoto@teshigoto.biz,03-6403-0914,宇田川燿平,エンタメ,2023-07-14 09:53:18,"",""
株式会社ハート出版,https://prtimes.jp/main/html/rd/p/000000099.000049367.html,editor6@810.co.jp,03-3590-6077,"",エンタメ,2023-07-14 09:53:35,"",""
Space BD株式会社,https://prtimes.jp/main/html/rd/p/000000077.000050164.html,pr@space-bd.com,03-6264-7177,飯塚,エンタメ,2023-07-14 09:53:47,"",""
永田塾,https://prtimes.jp/main/html/rd/p/000000001.000125420.html,nagata@kougakukan.net,080-9217-3680,永田　啓一,エンタメ,2023-07-14 09:53:57,"",""
株式会社バンダイ,https://prtimes.jp/main/html/rd/p/000000027.000055760.html,k-sakuma@bandai.co.jp,03-3847-5117,"",エンタメ,2023-07-14 09:54:13,"",""
吉本興業株式会社,https://prtimes.jp/main/html/rd/p/000002324.000029501.html,shima.kazuya@yoshimoto.co.jp,"","",エンタメ,2023-07-14 09:54:28,"",""
花王株式会社,https://prtimes.jp/main/html/rd/p/000000004.000096518.html,kao_essential_cm@vectorinc.co.jp,"",堀越・大森・三浦・小田切,エンタメ,2023-07-14 09:54:34,"",""
株式会社　宝島社,https://prtimes.jp/main/html/rd/p/000001855.000005069.html,imagawa-hir@treasure.co.jp,"",今川,エンタメ,2023-07-14 09:54:57,"",""
合同会社DMM.com,https://prtimes.jp/main/html/rd/p/000004305.000002581.html,aquarium-info@dmm.com,"","",エンタメ,2023-07-14 09:55:03,"",""
株式会社マスタービュー,https://prtimes.jp/main/html/rd/p/000000007.000099436.html,info@masterbeau.jp,"",森,エンタメ,2023-07-14 09:55:30,"",""
公益財団法人東京都歴史文化財団,https://prtimes.jp/main/html/rd/p/000000497.000038211.html,ccbt@rekibun.or.jp,03-6256-9967,"",エンタメ,2023-07-14 09:56:02,"",""
株式会社WOWOW,https://prtimes.jp/main/html/rd/p/000007317.000001355.html,y.kayaba@wowow.co.jp,03-4330-8111,"",エンタメ,2023-07-14 09:56:51,"",""
株式会社ADKホールディングス,https://prtimes.jp/main/html/rd/p/000000236.000004328.html,fujiyoshi@adk.jp,03-6830-3855,"",エンタメ,2023-07-14 09:57:05,"",""
池田町役場,https://prtimes.jp/main/html/rd/p/000000035.000035317.html,nousonkanko@e-ikeda.jp,0778-44-6000,までご連絡ください。,エンタメ,2023-07-14 09:57:26,"",""
株式会社パルソラ,https://prtimes.jp/main/html/rd/p/000000002.000014989.html,info@parsola.co.jp,"",岡田,エンタメ,2023-07-14 09:57:58,"",""
株式会社　学研ホールディングス,https://prtimes.jp/main/html/rd/p/000005231.000002535.html,imai@arukikata.co.jp,03-6431-1001,今井歩,エンタメ,2023-07-14 09:58:23,"",""
株式会社バーニーズ　ジャパン,https://prtimes.jp/main/html/rd/p/000000142.000045848.html,t-Kawasaki@barneys.co.jp,03-6700-4800,　販売促進チーム,エンタメ,2023-07-14 09:58:45,"",""
株式会社加島美術,https://prtimes.jp/main/html/rd/p/000000014.000012878.html,pr@kashima-arts.co.jp,03-3276-0700,笠井悠代,エンタメ,2023-07-14 09:58:58,"",""
ヤフー株式会社,https://prtimes.jp/main/html/rd/p/000000282.000098822.html,tdt-pr@mail.yahoo.co.jp,03-6898-8282,"",エンタメ,2023-07-14 09:59:03,"",""
三菱地所株式会社,https://prtimes.jp/main/html/rd/p/000000001.000125468.html,y-landmark@ozma.co.jp,"","",エンタメ,2023-07-14 09:59:17,"",""
マーティ株式会社,https://prtimes.jp/main/html/rd/p/000000177.000083890.html,ballet.ensemble.dancer@gmail.com,03-6417-4422,岸田,エンタメ,2023-07-14 09:59:22,"",""
